sub_num,trial_num,trial_type,wordA,wordB,wordC,wordD,rating,RT
51,10,real,dog,mailman,horse,hay,1,4218
51,11,real,nurse,patient,mother,baby,1,2606
51,12,real,chemist,beakers,librarian,books,1,3291
51,13,filler,mall,shops,widow,husband,2,5434
51,14,real,bird,feathers,cat,whiskers,5,6754
51,15,real,mask,face,disguise,identity,6,4220
51,16,filler,class,student,child,adult,1,4009
51,17,real,student,backpack,snail,shell,3,19989
51,18,attention check,one,two,three,four,7,5502
53,1,filler,beverage,water,deceit,truth,2,8247
53,2,real,hat,head,mask,face,6,5551
53,3,real,veil,face,password,access,4,8145
53,4,real,flock,bird,hive,bee,7,3850
53,5,real,person,clothes,cat,whiskers,2,7599
53,6,real,chemist,beakers,librarian,books,6,6831
53,7,real,wrist,bracelet,wall,painting,2,6969
53,8,real,wedding,bride,carton,milk,2,5567
53,9,attention check,one,two,three,zero,1,7277
53,10,real,student,backpack,rabbit,burrow,5,7702
53,11,filler,slavery,freedom,movie,scene,1,7445
53,12,real,brain,neuron,computer,chip,7,3570
53,13,filler,class,student,child,adult,1,5319
53,14,real,dog,mailman,horse,hay,2,5163
53,15,real,cocoon,butterfly,egg,chicken,7,6601
53,16,filler,mall,shops,widow,husband,1,8750
53,17,real,mother,baby,frog,tadpole,6,5817
53,18,attention check,one,two,three,four,6,3933
54,1,real,mother,baby,frog,tadpole,7,9328
54,2,real,brain,neuron,computer,chip,7,5565
54,3,filler,class,student,child,adult,2,21906
54,4,real,dog,mailman,horse,hay,3,5902
54,5,real,student,backpack,rabbit,burrow,3,11767
54,6,real,flock,bird,hive,bee,5,7976
54,7,real,wrist,bracelet,wall,painting,6,8774
54,8,filler,beverage,water,deceit,truth,2,14711
54,9,attention check,one,two,three,zero,1,3569
54,10,filler,slavery,freedom,movie,scene,2,17161
54,11,real,veil,face,password,access,5,10086
54,12,filler,mall,shops,widow,husband,2,10626
54,13,real,chemist,beakers,librarian,books,7,5268
54,14,real,hat,head,mask,face,7,4305
54,15,real,person,clothes,cat,whiskers,4,7641
54,16,real,cocoon,butterfly,egg,chicken,7,5517
54,17,real,wedding,bride,carton,milk,3,11754
54,18,attention check,one,two,three,four,7,6486
55,1,filler,beverage,water,deceit,truth,4,10850
55,2,filler,class,student,child,adult,3,9727
55,3,real,hat,head,mask,face,6,4054
55,4,real,veil,face,password,access,6,3823
55,5,filler,slavery,freedom,movie,scene,3,3439
55,6,real,cocoon,butterfly,egg,chicken,5,4215
55,7,real,chemist,beakers,librarian,books,6,4775
55,8,real,flock,bird,hive,bee,6,2272
55,9,attention check,one,two,three,zero,1,5690
55,10,real,dog,mailman,horse,hay,4,4826
55,11,real,person,clothes,cat,whiskers,6,4144
55,12,real,wedding,bride,carton,milk,3,2951
55,13,real,wrist,bracelet,wall,painting,5,3862
55,14,filler,mall,shops,widow,husband,4,1960
55,15,real,brain,neuron,computer,chip,5,1135
55,16,real,mother,baby,frog,tadpole,5,2302
55,17,real,student,backpack,rabbit,burrow,6,3623
55,18,attention check,one,two,three,four,7,1876
57,1,real,cat,mouse,horse,hay,2,9573
57,2,filler,mall,shops,widow,husband,1,4793
57,3,filler,beverage,water,deceit,truth,1,3931
57,4,real,nurse,patient,mother,baby,6,4537
57,5,real,password,access,key,safe,7,5422
57,6,real,cocoon,butterfly,wine,vineyard,1,6452
57,7,real,pride,lion,computer,chip,1,3614
57,8,real,foot,shoe,wrist,bracelet,7,4859
57,9,attention check,one,two,three,four,7,5068
57,10,real,hat,head,mask,face,7,5083
57,11,real,person,clothes,cat,whiskers,1,3137
57,12,filler,class,student,child,adult,1,2892
57,13,real,student,backpack,rabbit,burrow,1,2954
57,14,real,flock,bird,hive,bee,7,3462
57,15,filler,slavery,freedom,movie,scene,1,4254
57,16,real,aquarium,fish,carton,milk,3,4526
57,17,real,chemist,beakers,librarian,books,7,4075
57,18,attention check,one,two,three,zero,1,3178
58,1,filler,class,student,child,adult,3,3387
58,2,filler,mall,shops,widow,husband,1,2189
58,3,real,nurse,patient,mother,baby,5,2135
58,4,real,flock,bird,hangar,airplane,3,2455
58,5,real,wrist,bracelet,wall,painting,6,1606
58,6,real,bird,feathers,cat,whiskers,6,1646
58,7,real,chemist,beakers,librarian,books,7,1646
58,8,real,wedding,bride,carton,milk,3,2238
58,9,attention check,one,two,three,zero,1,2159
58,10,real,mask,face,disguise,identity,5,1633
58,11,real,veil,face,password,access,3,2039
58,12,filler,slavery,freedom,movie,scene,1,2527
58,13,real,pride,lion,brain,neuron,5,1766
58,14,real,dog,mailman,horse,hay,1,1663
58,15,filler,beverage,water,deceit,truth,2,1991
